http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L72	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11031	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Alfoldia		root_endophyte			root_endophyte				non-aquatic		Juniperus	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L73	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11032	Ascomycota	Dothideomycetes	Pleosporales	Amorosiaceae	Amorocoelophoma		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L74	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11033	Ascomycota	Dothideomycetes	Pleosporales	Anteagloniaceae	Purplema												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L75	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11034	Ascomycota	Dothideomycetes	Pleosporales	Astrosphaeriellaceae	Quercicola		litter_saprotroph					leaf/fruit/seed		non-aquatic		Quercus	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L76	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11035	Ascomycota	Dothideomycetes	Pleosporales	Astrosphaeriellaceae	Xenoastrosphaeriella		unspecified_saprotroph							non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L77	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	Corylicola		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L78	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11036	Ascomycota	Dothideomycetes	Pleosporales	Bambusicolaceae	Leucaenicola		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L79	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11037	Ascomycota	Dothideomycetes	Pleosporales	Corynesporascaceae	Corynesporasca		litter_saprotroph					leaf/fruit/seed		non-aquatic		Caryota	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L80	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11038	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Synfenestella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L81	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11039	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudoconiothyrium									non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L82	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11040	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Sphaeronaema												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L83	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Vandijckomycella		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L84	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Chromolaenicola		wood_saprotroph	litter_saprotroph				wood,leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L85	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11041	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Neptunomyces									aquatic		algae	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L86	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Pseudodidymocyrtis		lichen_parasite	fungal_decomposer				fungal_material,algal_material		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L87	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Latoruaceae	Triseptata		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L88	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Pseudomurilentithecium		litter_saprotroph					leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L89	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Ochraceocephala		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L90	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11042	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Pseudoleptosphaeria		plant_pathogen	wood_saprotroph			wood_pathogen	wood		non-aquatic		Populus	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L91	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sclerenchymomyces		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L92	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11043	Ascomycota	Dothideomycetes	Pleosporales	Ligninsphaeriaceae	Ligninsphaeriopsis												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L93	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Longipedicellataceae	Submerspora		wood_saprotroph					wood		freshwater			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L94	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Kiskunsagia		root_endophyte			root_endophyte		roots		non-aquatic									
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L95	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11045	Ascomycota	Dothideomycetes	Pleosporales	Massariaceae	Paramassaria		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L96	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Neohelicascus		wood_saprotroph					wood		freshwater			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L97	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11046	Ascomycota	Dothideomycetes	Pleosporales	Neohendersoniaceae	Neomedicopsis		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L98	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Neomassarinaceae	Pseudohelminthosporium		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L99	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11047	Ascomycota	Dothideomycetes	Pleosporales	Occultibambusaceae	Brunneofusispora		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L100	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11048	Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Lonicericola		wood_saprotroph					wood					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L101	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Parabambusicolaceae	Paramonodictys		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L102	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11050	Ascomycota	Dothideomycetes	Pleosporales	Paralophiostomataceae	Paralophiostoma																		
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L103	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeoseptaceae	Pleopunctum		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L104	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11051	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Amarenomyces		unspecified_saprotroph							non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L105	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Bhagirathimyces		unspecified_saprotroph							partly_freshwater_(partly_non-aquatic)			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L106	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11052	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Brunneomurispora		wood_saprotroph					wood					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L107	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Hydeopsis		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L108	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11054	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Jeremyomyces		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L109	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Kwanghwana		plant_pathogen	litter_saprotroph			leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L110	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Murichromolaenicola		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L111	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neoophiobolus		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L112	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11055	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neostagonosporella		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L113	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraleptospora		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L114	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraloratospora		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L115	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11056	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeoseptoriella		plant_pathogen				leaf/fruit/seed_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L116	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudoophiosphaerella		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L117	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Pseudostaurosphaeria		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L118	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Wingfieldomyces		litter_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed					filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L119	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11058	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Vittaliana		wood_saprotroph					wood		marine		Avicennia	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L120	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11062	Ascomycota	Dothideomycetes	Pleosporales	Pseudoastrosphaeriellaceae	Pseudoastrosphaeriellopsis		wood_saprotroph					wood					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L121	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Pseudomassarinaceae	Pseudomassarina		plant_pathogen	litter_saprotroph			leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L122	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Xenopyrenochaetopsis		litter_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L123	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Pseudoroussoella		wood_saprotroph					wood,leaf/fruit/seed		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L124	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Setoarthopyrenia		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L125	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Roussoellaceae	Xenoroussoella		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L126	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11064	Ascomycota	Dothideomycetes	Pleosporales	Striatiguttulaceae	Longicorpus		unspecified_saprotroph									Arecaceae	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L127	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11065	Ascomycota	Dothideomycetes	Pleosporales	Striatiguttulaceae	Striatiguttula		unspecified_saprotroph									Arecaceae	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L128	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Sulcatisporaceae	Parasulcatispora		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L129	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11066	Ascomycota	Dothideomycetes	Pleosporales	Testudinaceae	Halotestudina		wood_saprotroph					wood		partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L130	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Chromolaenomyces		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L131	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Pseudothyridariella		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L132	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Dichoporis		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L133	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phyllocharis		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L134	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phyllocraterina		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L135	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Phylloporis		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L136	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Puiggariella		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L137	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Raciborskiella		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L138	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Racoplaca		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L139	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Serusiauxiella		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L140	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Strigulales	Strigulaceae	Swinscowia		lichenized							non-aquatic			thallus_photosynthetic						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L141	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11068	Ascomycota	Dothideomycetes	Strigulales	Tenuitholiascaceae	Tenuitholiascus		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	Phycopeltis
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L142	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Pseudobogoriella		lichenized	wood_saprotroph	lichenized_loosely			wood		non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L143	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Trypetheliales	Trypetheliaceae	Schummia		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L144	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Camporesiomyces		wood_saprotroph					wood					filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L145	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk11070	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Kevinhydea		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L146	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Bellamyces		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L147	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fuscohilum		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L148	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet		Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Helicopsis		wood_saprotroph					wood		non-aquatic			filamentous_mycelium						
